Date,Time,Average,Peak
2013:02:24,04:32:41.612,57.868899,57.868899
2013:02:24,04:32:41.708,58.158569,58.174729
2013:02:24,04:32:41.808,59.507780,59.527931
2013:02:24,04:32:41.911,58.826449,59.334989
2013:02:24,04:32:42.009,58.729378,58.814545
2013:02:24,04:32:42.108,58.860355,58.936613
2013:02:24,04:32:42.209,59.456100,59.625100
2013:02:24,04:32:42.308,60.008783,60.174355
2013:02:24,04:32:42.408,60.578671,60.635925
2013:02:24,04:32:42.508,58.804271,58.939046
2013:02:24,04:32:42.612,59.534583,59.534583
2013:02:24,04:32:42.708,57.857146,57.865534
2013:02:24,04:32:42.808,59.918737,60.015707
2013:02:24,04:32:42.912,57.831007,57.831007
2013:02:24,04:32:43.008,60.180713,60.190724
2013:02:24,04:32:43.108,58.305141,58.305141
2013:02:24,04:32:43.213,60.267118,60.270144
2013:02:24,04:32:43.308,60.075793,60.075793
2013:02:24,04:32:43.408,59.447122,59.447122
2013:02:24,04:32:43.509,59.667226,59.679748
2013:02:24,04:32:43.610,62.903326,62.903326
2013:02:24,04:32:43.708,59.274039,59.276260
2013:02:24,04:32:43.808,58.778520,58.808668
2013:02:24,04:32:43.912,61.246514,61.271121
2013:02:24,04:32:44.009,59.482815,59.499110
2013:02:24,04:32:44.108,62.276491,62.323873
2013:02:24,04:32:44.212,63.620497,63.620497
2013:02:24,04:32:44.308,63.681293,63.681293
2013:02:24,04:32:44.408,65.262457,65.287673
2013:02:24,04:32:44.511,61.944724,62.119792
2013:02:24,04:32:44.609,63.388011,63.528892
2013:02:24,04:32:44.708,64.792218,64.893795
2013:02:24,04:32:44.808,63.510190,63.518137
2013:02:24,04:32:44.908,65.310472,65.310472
2013:02:24,04:32:45.009,67.626834,67.626834
2013:02:24,04:32:45.108,64.069065,64.075782
2013:02:24,04:32:45.212,71.738247,71.738247
2013:02:24,04:32:45.308,67.049541,67.059585
2013:02:24,04:32:45.408,67.154302,67.254437
2013:02:24,04:32:45.512,69.075988,69.147287
2013:02:24,04:32:45.608,67.728813,67.728813
2013:02:24,04:32:45.708,72.790377,72.790377
2013:02:24,04:32:45.808,72.728224,72.728224
2013:02:24,04:32:45.910,73.073728,73.156604
2013:02:24,04:32:46.008,69.593072,69.833160
2013:02:24,04:32:46.108,68.243183,68.385328
2013:02:24,04:32:46.213,74.094403,74.094403
2013:02:24,04:32:46.308,68.255970,68.305173
2013:02:24,04:32:46.409,69.188749,69.188749
2013:02:24,04:32:46.513,68.445892,68.467938
2013:02:24,04:32:46.608,69.646634,69.655931
2013:02:24,04:32:46.708,69.965154,69.965154
2013:02:24,04:32:46.813,70.382153,70.402794
2013:02:24,04:32:46.908,70.597756,70.696592
2013:02:24,04:32:47.008,69.970935,69.973253
2013:02:24,04:32:47.108,72.425559,72.480813
2013:02:24,04:32:47.210,71.366358,71.531548
2013:02:24,04:32:47.308,70.574729,70.636192
2013:02:24,04:32:47.408,72.423492,72.474564
2013:02:24,04:32:47.511,73.232665,73.232665
2013:02:24,04:32:47.608,72.882428,72.882428
2013:02:24,04:32:47.708,72.235980,72.235980
2013:02:24,04:32:47.812,76.589327,76.660078
2013:02:24,04:32:47.908,75.473922,75.569983
2013:02:24,04:32:48.008,75.530997,75.540825
2013:02:24,04:32:48.110,78.521469,78.521469
2013:02:24,04:32:48.209,78.821206,78.886650
2013:02:24,04:32:48.307,77.370851,77.472320
2013:02:24,04:32:48.408,80.034161,80.180563
2013:02:24,04:32:48.510,79.108317,79.108317
2013:02:24,04:32:48.609,80.685855,80.685855
2013:02:24,04:32:48.708,78.791107,78.791107
2013:02:24,04:32:48.812,80.574283,80.614748
2013:02:24,04:32:48.908,79.525275,79.535585
2013:02:24,04:32:49.008,80.075425,80.075425
2013:02:24,04:32:49.112,79.370158,79.372007
2013:02:24,04:32:49.209,80.150031,80.328127
2013:02:24,04:32:49.307,79.417457,79.538422
2013:02:24,04:32:49.410,79.431057,79.470493
2013:02:24,04:32:49.508,79.864842,80.003881
2013:02:24,04:32:49.608,78.134333,78.134333
2013:02:24,04:32:49.708,76.839450,76.839450
2013:02:24,04:32:49.810,77.635341,77.711305
2013:02:24,04:32:49.909,73.818147,73.859619
2013:02:24,04:32:50.008,73.296714,73.326863
2013:02:24,04:32:50.112,71.819580,72.066043
2013:02:24,04:32:50.209,70.763683,70.775781
2013:02:24,04:32:50.307,74.922499,75.002874
2013:02:24,04:32:50.412,72.086973,72.115915
2013:02:24,04:32:50.508,70.850217,71.037344
2013:02:24,04:32:50.608,71.155225,71.286513
2013:02:24,04:32:50.710,68.472681,68.472681
2013:02:24,04:32:50.808,67.571477,67.677054
2013:02:24,04:32:50.909,69.802123,69.956693
2013:02:24,04:32:51.008,68.688541,68.750043
2013:02:24,04:32:51.110,67.168960,67.334764
2013:02:24,04:32:51.209,66.559330,66.559330
2013:02:24,04:32:51.307,66.038099,66.062747
2013:02:24,04:32:51.412,67.311061,67.375040
2013:02:24,04:32:51.508,67.130897,67.140105
2013:02:24,04:32:51.608,65.949476,65.960603
2013:02:24,04:32:51.712,65.501777,65.557538
2013:02:24,04:32:51.808,64.046966,64.331070
2013:02:24,04:32:51.909,65.474749,65.478872
2013:02:24,04:32:52.011,62.766284,62.766284
2013:02:24,04:32:52.109,64.992176,65.084657
2013:02:24,04:32:52.209,63.202701,63.252443
2013:02:24,04:32:52.309,62.828255,62.835969
2013:02:24,04:32:52.411,60.707646,60.707646
2013:02:24,04:32:52.508,63.128883,63.128883
2013:02:24,04:32:52.608,61.694749,61.694749
2013:02:24,04:32:52.712,64.598422,64.655754
2013:02:24,04:32:52.808,62.769764,62.769764
2013:02:24,04:32:52.908,63.363574,63.363574
2013:02:24,04:32:53.012,62.534558,62.538099
2013:02:24,04:32:53.108,61.122186,61.220923
2013:02:24,04:32:53.209,62.973609,62.977155
2013:02:24,04:32:53.308,62.688178,62.696301
2013:02:24,04:32:53.409,60.509955,60.509955
2013:02:24,04:32:53.508,60.465396,60.565193
2013:02:24,04:32:53.608,61.887076,61.887076
2013:02:24,04:32:53.711,63.435095,63.435095
2013:02:24,04:32:53.808,61.297406,61.297406
2013:02:24,04:32:53.908,62.940012,62.940012
2013:02:24,04:32:54.012,62.159313,62.167660
2013:02:24,04:32:54.109,60.930134,60.932620
2013:02:24,04:32:54.208,60.433687,60.441704
2013:02:24,04:32:54.312,61.292602,61.303315
2013:02:24,04:32:54.408,60.644054,60.736316
2013:02:24,04:32:54.508,61.150191,61.150191
2013:02:24,04:32:54.608,61.883655,61.883655
2013:02:24,04:32:54.709,60.505203,60.530790
2013:02:24,04:32:54.808,60.901177,60.901177
2013:02:24,04:32:54.908,60.221615,60.245433
2013:02:24,04:32:55.011,61.620107,61.658502
2013:02:24,04:32:55.108,60.942825,60.978841
2013:02:24,04:32:55.209,58.765241,58.765241
2013:02:24,04:32:55.312,60.877051,61.244724
2013:02:24,04:32:55.408,59.222009,59.222009
2013:02:24,04:32:55.508,59.545160,59.545160
2013:02:24,04:32:55.612,60.545975,60.620712
2013:02:24,04:32:55.708,59.987190,59.987190
2013:02:24,04:32:55.808,59.208592,59.250162
2013:02:24,04:32:55.908,57.901483,57.901483
2013:02:24,04:32:56.010,59.328077,59.365445
2013:02:24,04:32:56.108,59.054707,59.097034
2013:02:24,04:32:56.209,59.932643,59.932643
2013:02:24,04:32:56.309,59.866411,59.931960
2013:02:24,04:32:56.408,58.661643,58.693322
2013:02:24,04:32:56.508,57.338702,57.431298
2013:02:24,04:32:56.612,61.950430,62.202762
2013:02:24,04:32:56.708,55.177448,55.181600
2013:02:24,04:32:56.808,58.852705,58.852705
2013:02:24,04:32:56.910,60.166643,60.182805
2013:02:24,04:32:57.008,57.730709,57.739679
2013:02:24,04:32:57.108,58.269537,58.275604
2013:02:24,04:32:57.209,56.845702,56.845702
2013:02:24,04:32:57.308,57.849161,57.849161
2013:02:24,04:32:57.408,56.618682,56.618682
2013:02:24,04:32:57.508,56.243272,56.243272
2013:02:24,04:32:57.612,56.356372,56.416762
2013:02:24,04:32:57.709,56.229414,56.229414
2013:02:24,04:32:57.809,57.027331,57.027331
2013:02:24,04:32:57.913,56.947420,56.947420
2013:02:24,04:32:58.008,57.969182,58.012541
2013:02:24,04:32:58.108,57.946458,57.946458
2013:02:24,04:32:58.215,56.990530,57.030870
2013:02:24,04:32:58.308,57.782977,57.782977
2013:02:24,04:32:58.408,55.456498,55.501059
2013:02:24,04:32:58.508,57.752636,57.752636
2013:02:24,04:32:58.610,51.625021,51.625021
2013:02:24,04:32:58.708,53.309422,53.315383
2013:02:24,04:32:58.808,56.399016,56.399177
2013:02:24,04:32:58.912,54.665232,54.672598
2013:02:24,04:32:59.008,57.161310,57.166197
2013:02:24,04:32:59.108,59.052549,59.052549
2013:02:24,04:32:59.213,55.253878,55.294104
2013:02:24,04:32:59.308,57.247189,57.247189
2013:02:24,04:32:59.408,56.393524,56.419675
2013:02:24,04:32:59.508,56.418230,56.418230
2013:02:24,04:32:59.609,55.834767,55.834767
2013:02:24,04:32:59.708,61.678075,61.678075
2013:02:24,04:32:59.808,56.631994,56.636519
2013:02:24,04:32:59.911,55.571940,55.571940
2013:02:24,04:33:0.008,60.163178,60.534138
2013:02:24,04:33:0.108,55.254518,55.300810
2013:02:24,04:33:0.213,55.231411,55.292781
2013:02:24,04:33:0.308,58.876802,58.876802
2013:02:24,04:33:0.408,54.497075,54.573049
2013:02:24,04:33:0.512,56.616817,56.616817
2013:02:24,04:33:0.608,56.242731,56.242731
2013:02:24,04:33:0.708,55.791359,55.791359
2013:02:24,04:33:0.808,60.940030,60.942857
2013:02:24,04:33:0.909,58.284942,58.308159
2013:02:24,04:33:1.008,53.985913,53.985913
2013:02:24,04:33:1.108,56.243194,56.295846
2013:02:24,04:33:1.212,53.148676,53.148676
2013:02:24,04:33:1.308,56.049896,56.070117
2013:02:24,04:33:1.408,54.888349,54.972107
2013:02:24,04:33:1.512,57.976981,58.027881
2013:02:24,04:33:1.608,54.479763,54.708570
2013:02:24,04:33:1.708,54.501762,54.556927
2013:02:24,04:33:1.812,54.946492,54.979668
2013:02:24,04:33:1.909,54.774393,54.776601
2013:02:24,04:33:2.008,54.357499,54.752103
2013:02:24,04:33:2.108,57.708714,57.708714
2013:02:24,04:33:2.211,54.062601,54.083691
2013:02:24,04:33:2.308,55.019631,55.051339
2013:02:24,04:33:2.408,55.377842,55.587363
2013:02:24,04:33:2.511,53.675557,53.680293
2013:02:24,04:33:2.608,57.420892,57.420892
2013:02:24,04:33:2.708,54.601032,54.651423
2013:02:24,04:33:2.812,54.247875,54.247875
2013:02:24,04:33:2.908,55.982195,56.137956
2013:02:24,04:33:3.008,55.735336,55.751192
2013:02:24,04:33:3.110,54.500460,54.500460
2013:02:24,04:33:3.209,54.765349,54.765349
2013:02:24,04:33:3.308,57.722200,57.722200
2013:02:24,04:33:3.408,56.781615,56.781615
2013:02:24,04:33:3.510,55.499863,55.499863
2013:02:24,04:33:3.608,55.279192,55.545878
2013:02:24,04:33:3.708,53.680389,53.681970
2013:02:24,04:33:3.811,53.863197,53.863197
2013:02:24,04:33:3.908,56.046643,56.064898
2013:02:24,04:33:4.008,56.243603,56.243603
2013:02:24,04:33:4.112,56.542734,56.561584
2013:02:24,04:33:4.209,54.055242,54.055242
2013:02:24,04:33:4.308,55.044352,55.054525
2013:02:24,04:33:4.411,55.796879,55.848065
2013:02:24,04:33:4.508,55.651955,55.651955
2013:02:24,04:33:4.608,55.126492,55.126492
2013:02:24,04:33:4.708,53.881014,53.881014
2013:02:24,04:33:4.810,55.652668,55.747042
2013:02:24,04:33:4.908,52.202357,52.205582
2013:02:24,04:33:5.008,55.143987,55.143987
2013:02:24,04:33:5.112,56.693570,56.702196
2013:02:24,04:33:5.208,59.147685,59.193817
2013:02:24,04:33:5.308,54.469834,54.476657
2013:02:24,04:33:5.412,53.767435,53.774076
2013:02:24,04:33:5.508,53.893942,53.893942
2013:02:24,04:33:5.608,55.643234,55.643234
2013:02:24,04:33:5.708,56.708880,56.708880
2013:02:24,04:33:5.809,54.681965,54.686595
2013:02:24,04:33:5.908,54.249302,54.298330
2013:02:24,04:33:6.008,59.957470,60.240855
2013:02:24,04:33:6.110,54.928879,54.928879
2013:02:24,04:33:6.208,58.015260,58.015260
2013:02:24,04:33:6.308,58.311569,58.337100
2013:02:24,04:33:6.412,54.642430,54.642430
2013:02:24,04:33:6.508,55.804539,55.804539
2013:02:24,04:33:6.608,56.213748,56.213748
2013:02:24,04:33:6.712,53.967461,53.967461
2013:02:24,04:33:6.809,54.958443,55.074957
2013:02:24,04:33:6.908,57.897895,57.897895
2013:02:24,04:33:7.008,53.164698,53.164698
2013:02:24,04:33:7.109,55.790461,55.790461
2013:02:24,04:33:7.209,55.936855,55.957897
2013:02:24,04:33:7.307,54.499172,54.501909
2013:02:24,04:33:7.411,54.062762,54.073105
2013:02:24,04:33:7.508,57.915323,57.919838
2013:02:24,04:33:7.608,52.484250,52.484250
2013:02:24,04:33:7.712,54.595780,54.595780
2013:02:24,04:33:7.809,54.283817,54.295328
2013:02:24,04:33:7.908,57.413884,57.429896
2013:02:24,04:33:8.011,57.169688,57.169688
2013:02:24,04:33:8.108,56.548457,56.583874
2013:02:24,04:33:8.210,53.097473,53.100245
2013:02:24,04:33:8.308,61.131168,61.139767
2013:02:24,04:33:8.410,54.740903,54.740903
2013:02:24,04:33:8.509,54.302228,54.392824
2013:02:24,04:33:8.608,55.635370,55.635370
2013:02:24,04:33:8.711,56.857804,56.879855
2013:02:24,04:33:8.809,54.446397,54.456221
2013:02:24,04:33:8.909,55.057653,55.088132
2013:02:24,04:33:9.013,57.722862,57.722862
2013:02:24,04:33:9.109,54.397810,54.400445
2013:02:24,04:33:9.211,57.555755,57.572265
2013:02:24,04:33:9.315,54.289327,54.289327
2013:02:24,04:33:9.411,54.089789,54.096535
2013:02:24,04:33:9.509,56.795214,56.795214
2013:02:24,04:33:9.609,54.344535,54.344535
2013:02:24,04:33:9.708,55.595797,55.695249
2013:02:24,04:33:9.808,59.098654,59.098654
2013:02:24,04:33:9.908,61.933856,61.933856
2013:02:24,04:33:10.012,64.334030,64.513831
2013:02:24,04:33:10.108,67.280644,67.280644
2013:02:24,04:33:10.210,63.592607,63.592607
2013:02:24,04:33:10.310,63.085173,63.085173
2013:02:24,04:33:10.409,63.440608,63.506309
2013:02:24,04:33:10.508,62.430643,62.444248
2013:02:24,04:33:10.610,57.242911,57.334293
2013:02:24,04:33:10.708,59.804674,59.804674
2013:02:24,04:33:10.808,55.481762,55.498594
2013:02:24,04:33:10.908,55.390258,55.399166
2013:02:24,04:33:11.010,59.294478,59.294478
2013:02:24,04:33:11.108,59.319739,59.319739
2013:02:24,04:33:11.209,61.410752,61.410752
2013:02:24,04:33:11.309,62.794156,62.794156
2013:02:24,04:33:11.408,63.662866,63.703669
2013:02:24,04:33:11.508,64.447036,64.486567
2013:02:24,04:33:11.612,64.000680,64.212840
2013:02:24,04:33:11.708,70.084805,70.112217
2013:02:24,04:33:11.808,68.297577,68.297577
2013:02:24,04:33:11.913,71.267841,71.470168
2013:02:24,04:33:12.008,67.651342,67.783060
2013:02:24,04:33:12.108,67.441742,67.518212
2013:02:24,04:33:12.209,68.134410,68.134410
2013:02:24,04:33:12.308,68.091741,68.091741
2013:02:24,04:33:12.409,66.012745,66.012745
2013:02:24,04:33:12.508,70.154002,70.353881
2013:02:24,04:33:12.609,66.889555,66.934539
2013:02:24,04:33:12.708,71.021960,71.036757
2013:02:24,04:33:12.808,67.605830,67.892617
2013:02:24,04:33:12.912,70.006207,70.073453
2013:02:24,04:33:13.010,73.663397,73.663397
2013:02:24,04:33:13.108,73.114044,73.381458
2013:02:24,04:33:13.214,75.658283,75.658283
2013:02:24,04:33:13.308,75.709228,75.793522
2013:02:24,04:33:13.408,74.684587,74.684587
2013:02:24,04:33:13.508,76.751639,76.867543
2013:02:24,04:33:13.608,77.519673,77.519673
2013:02:24,04:33:13.708,78.200146,78.435705
2013:02:24,04:33:13.808,76.024109,76.024109
2013:02:24,04:33:13.912,74.926408,74.926408
2013:02:24,04:33:14.008,76.669584,76.757592
2013:02:24,04:33:14.108,75.315481,75.340113
2013:02:24,04:33:14.214,76.757596,76.757596
2013:02:24,04:33:14.308,73.777660,73.921508
2013:02:24,04:33:14.408,72.678565,72.678565
2013:02:24,04:33:14.508,76.887711,77.017427
2013:02:24,04:33:14.609,77.199991,77.358307
2013:02:24,04:33:14.708,74.409258,74.409258
2013:02:24,04:33:14.808,72.157800,72.159323
2013:02:24,04:33:14.911,69.440806,69.525280
2013:02:24,04:33:15.008,69.936151,70.099327
2013:02:24,04:33:15.108,71.414769,71.414769
2013:02:24,04:33:15.213,71.873873,71.873873
2013:02:24,04:33:15.308,70.456603,70.456603
2013:02:24,04:33:15.408,72.463672,72.463672
2013:02:24,04:33:15.512,66.929977,66.947887
2013:02:24,04:33:15.608,67.846756,67.846756
2013:02:24,04:33:15.708,69.719607,70.005669
2013:02:24,04:33:15.808,67.484843,67.707957
2013:02:24,04:33:15.909,66.134914,66.254317
2013:02:24,04:33:16.008,66.346469,66.475640
2013:02:24,04:33:16.108,64.079507,64.079507
2013:02:24,04:33:16.211,62.148602,62.388509
2013:02:24,04:33:16.308,60.784975,60.839922
2013:02:24,04:33:16.408,61.628187,61.660379
2013:02:24,04:33:16.512,62.474774,62.480578
2013:02:24,04:33:16.608,58.390148,58.505476
2013:02:24,04:33:16.708,61.819793,61.819793
2013:02:24,04:33:16.812,60.450603,60.501211
2013:02:24,04:33:16.908,63.436757,63.521249
2013:02:24,04:33:17.008,62.837498,62.855409
2013:02:24,04:33:17.108,64.890760,64.890760
2013:02:24,04:33:17.210,65.726012,65.799284
2013:02:24,04:33:17.308,65.142214,65.282471
2013:02:24,04:33:17.408,66.826363,67.006902
2013:02:24,04:33:17.511,67.924359,67.924359
2013:02:24,04:33:17.608,68.408834,68.408834
2013:02:24,04:33:17.708,67.152042,67.152042
2013:02:24,04:33:17.812,71.199913,71.327142
2013:02:24,04:33:17.908,73.333307,73.334307
2013:02:24,04:33:18.008,70.340345,70.345156
2013:02:24,04:33:18.111,70.882239,70.907979
2013:02:24,04:33:18.210,72.481922,72.613534
2013:02:24,04:33:18.307,70.362571,70.362571
2013:02:24,04:33:18.408,70.023080,70.023080
2013:02:24,04:33:18.510,71.089012,71.168019
2013:02:24,04:33:18.608,71.735000,71.735000
2013:02:24,04:33:18.708,73.618189,73.618189
2013:02:24,04:33:18.811,74.965080,75.016402
2013:02:24,04:33:18.908,72.358705,72.577694
2013:02:24,04:33:19.008,75.509485,75.509485
2013:02:24,04:33:19.112,72.811801,72.811801
2013:02:24,04:33:19.209,71.430489,71.432538
2013:02:24,04:33:19.308,77.099009,77.099009
2013:02:24,04:33:19.410,76.561829,76.675991
2013:02:24,04:33:19.508,76.875892,76.875892
2013:02:24,04:33:19.608,76.644323,76.775469
2013:02:24,04:33:19.708,74.714062,74.764019
2013:02:24,04:33:19.810,72.797401,72.844888
2013:02:24,04:33:19.909,73.162236,73.201478
2013:02:24,04:33:20.008,73.213756,73.213756
2013:02:24,04:33:20.112,75.268607,75.268607
2013:02:24,04:33:20.208,74.479631,74.499049
2013:02:24,04:33:20.308,72.602371,72.644462
2013:02:24,04:33:20.412,74.438939,74.438939
2013:02:24,04:33:20.508,73.466393,73.466393
2013:02:24,04:33:20.608,73.546688,73.546688
2013:02:24,04:33:20.711,73.526528,73.693360
2013:02:24,04:33:20.809,74.170206,74.234084
2013:02:24,04:33:20.908,71.339700,71.339700
2013:02:24,04:33:21.008,72.375980,72.384537
2013:02:24,04:33:21.111,68.765833,68.777744
2013:02:24,04:33:21.209,70.174386,70.174386
2013:02:24,04:33:21.309,70.894824,70.894824
2013:02:24,04:33:21.412,71.965023,71.965023
2013:02:24,04:33:21.508,73.048699,73.251362
2013:02:24,04:33:21.608,73.473547,73.473547
2013:02:24,04:33:21.712,72.405272,72.405272
2013:02:24,04:33:21.808,72.916829,72.916829
2013:02:24,04:33:21.908,74.310570,74.361317
2013:02:24,04:33:22.008,72.460991,72.628358
2013:02:24,04:33:22.110,74.690263,74.738448
2013:02:24,04:33:22.210,74.298346,74.323719
2013:02:24,04:33:22.313,72.873534,72.873534
2013:02:24,04:33:22.412,73.266678,73.420049
2013:02:24,04:33:22.509,72.899375,72.899375
2013:02:24,04:33:22.608,72.814003,72.882707
2013:02:24,04:33:22.713,73.337472,73.337472
2013:02:24,04:33:22.808,72.542856,72.543814
2013:02:24,04:33:22.908,73.486501,73.545259
2013:02:24,04:33:23.013,73.739394,73.797762
2013:02:24,04:33:23.108,74.594704,74.616720
2013:02:24,04:33:23.209,73.012254,73.055147
2013:02:24,04:33:23.311,72.582133,72.648261
2013:02:24,04:33:23.409,72.955674,72.992193
2013:02:24,04:33:23.508,71.891807,71.891807
2013:02:24,04:33:23.608,71.628612,71.628612
2013:02:24,04:33:23.711,72.963169,72.969893
2013:02:24,04:33:23.808,72.291049,72.291049
2013:02:24,04:33:23.908,71.686737,71.686737
2013:02:24,04:33:24.012,72.267466,72.267466
2013:02:24,04:33:24.108,72.390531,72.390531
2013:02:24,04:33:24.209,71.578577,71.597195
2013:02:24,04:33:24.313,71.594149,71.594149
2013:02:24,04:33:24.408,73.344950,73.344950
2013:02:24,04:33:24.508,70.608351,70.957817
2013:02:24,04:33:24.608,70.575723,70.611494
2013:02:24,04:33:24.709,69.887555,69.991827
2013:02:24,04:33:24.808,69.300400,69.387190
2013:02:24,04:33:24.908,68.698433,68.705678
2013:02:24,04:33:25.012,69.413370,69.413370
2013:02:24,04:33:25.108,69.334909,69.355519
2013:02:24,04:33:25.209,71.090670,71.175164
2013:02:24,04:33:25.310,70.487521,70.502093
2013:02:24,04:33:25.408,69.615568,69.654458
2013:02:24,04:33:25.508,70.055698,70.111720
2013:02:24,04:33:25.612,69.927184,69.955786
2013:02:24,04:33:25.708,69.169138,69.194160
2013:02:24,04:33:25.808,69.176900,69.597366
2013:02:24,04:33:25.908,68.935709,68.935709
2013:02:24,04:33:26.010,70.306036,70.326759
2013:02:24,04:33:26.108,68.877120,68.877120
2013:02:24,04:33:26.209,68.461607,68.500445
2013:02:24,04:33:26.310,67.685332,67.685332
2013:02:24,04:33:26.408,68.898537,68.898537
2013:02:24,04:33:26.507,69.275055,69.438395
2013:02:24,04:33:26.612,70.232642,70.249932
2013:02:24,04:33:26.708,68.682945,68.703189
2013:02:24,04:33:26.808,70.061994,70.107852
2013:02:24,04:33:26.910,70.682940,70.682940
2013:02:24,04:33:27.008,69.367365,69.404591
2013:02:24,04:33:27.108,68.665219,68.726598
2013:02:24,04:33:27.209,69.233820,69.328176
2013:02:24,04:33:27.308,70.016135,70.016135
2013:02:24,04:33:27.408,70.939906,70.952042
2013:02:24,04:33:27.508,71.104790,71.144633
2013:02:24,04:33:27.611,70.902483,70.945823
2013:02:24,04:33:27.708,70.979611,71.044191
2013:02:24,04:33:27.809,70.409675,70.409675
2013:02:24,04:33:27.912,71.903627,71.909305
2013:02:24,04:33:28.008,69.914303,69.914303
2013:02:24,04:33:28.108,71.836688,71.836688
2013:02:24,04:33:28.213,72.346889,72.583161
2013:02:24,04:33:28.308,70.434397,70.463988
2013:02:24,04:33:28.408,72.229730,72.358520
2013:02:24,04:33:28.509,70.103393,70.103393
2013:02:24,04:33:28.610,71.364772,71.364772
2013:02:24,04:33:28.709,70.694849,70.708764
2013:02:24,04:33:28.808,71.031400,71.031400
2013:02:24,04:33:28.912,68.580696,68.659794
2013:02:24,04:33:29.008,72.543399,72.681424
2013:02:24,04:33:29.108,70.857729,70.906946
2013:02:24,04:33:29.214,71.376531,71.399202
2013:02:24,04:33:29.308,70.410130,70.410130
2013:02:24,04:33:29.408,70.453511,70.453511
2013:02:24,04:33:29.508,71.073992,71.073992
2013:02:24,04:33:29.609,71.038084,71.038084
2013:02:24,04:33:29.708,71.102039,71.102039
2013:02:24,04:33:29.808,71.862023,71.862023
2013:02:24,04:33:29.911,71.781460,71.915703
2013:02:24,04:33:30.008,71.038495,71.144690
2013:02:24,04:33:30.108,71.144799,71.153134
2013:02:24,04:33:30.213,73.690477,73.691640
2013:02:24,04:33:30.309,71.299276,71.471422
2013:02:24,04:33:30.408,70.521356,70.521356
2013:02:24,04:33:30.513,70.181761,70.435296
2013:02:24,04:33:30.608,70.335489,70.335489
2013:02:24,04:33:30.708,71.748239,71.794362
2013:02:24,04:33:30.808,72.240271,72.266445
2013:02:24,04:33:30.909,69.190950,69.247236
2013:02:24,04:33:31.008,70.306417,70.319909
2013:02:24,04:33:31.109,69.970988,70.004535
2013:02:24,04:33:31.212,71.703983,71.771376
2013:02:24,04:33:31.308,72.018626,72.036029
2013:02:24,04:33:31.408,71.812450,72.121178
2013:02:24,04:33:31.512,71.663101,71.663101
2013:02:24,04:33:31.608,69.596882,69.754336
2013:02:24,04:33:31.708,71.337522,71.362336
2013:02:24,04:33:31.812,69.474672,69.523243
2013:02:24,04:33:31.908,71.831750,71.844351
2013:02:24,04:33:32.008,71.231391,71.231391
2013:02:24,04:33:32.108,72.872152,72.872152
2013:02:24,04:33:32.211,71.275353,71.506905
2013:02:24,04:33:32.309,73.145559,73.202184
2013:02:24,04:33:32.408,69.901715,70.056083
2013:02:24,04:33:32.511,71.477918,71.540156
2013:02:24,04:33:32.608,71.154274,71.161575
2013:02:24,04:33:32.708,71.038743,71.044786
2013:02:24,04:33:32.812,72.103496,72.125598
2013:02:24,04:33:32.908,72.975719,72.975719
2013:02:24,04:33:33.008,70.891285,71.040898
2013:02:24,04:33:33.110,73.669340,73.722016
2013:02:24,04:33:33.209,71.823253,72.006418
2013:02:24,04:33:33.308,73.311993,73.311993
2013:02:24,04:33:33.408,74.447949,74.671711
2013:02:24,04:33:33.511,73.295861,73.295861
2013:02:24,04:33:33.608,72.440663,72.660551
2013:02:24,04:33:33.709,74.784976,74.784976
2013:02:24,04:33:33.812,73.676423,73.676423
2013:02:24,04:33:33.908,72.473023,72.473023
2013:02:24,04:33:34.008,71.403766,71.403766
2013:02:24,04:33:34.112,72.917431,72.917431
2013:02:24,04:33:34.210,69.746217,69.769688
2013:02:24,04:33:34.309,72.099700,72.362544
2013:02:24,04:33:34.411,70.427591,70.758869
2013:02:24,04:33:34.508,70.384492,70.490760
2013:02:24,04:33:34.608,70.124259,70.233900
2013:02:24,04:33:34.708,68.352496,68.359469
2013:02:24,04:33:34.811,67.361817,67.361817
2013:02:24,04:33:34.908,68.663749,68.733423
2013:02:24,04:33:35.008,68.757546,68.757546
2013:02:24,04:33:35.113,68.323221,68.323221
2013:02:24,04:33:35.211,67.320377,67.341285
2013:02:24,04:33:35.309,66.688398,66.688398
2013:02:24,04:33:35.413,67.614431,67.614431
2013:02:24,04:33:35.508,67.597599,67.626428
2013:02:24,04:33:35.608,65.422879,65.559934
2013:02:24,04:33:35.708,67.093967,67.221654
2013:02:24,04:33:35.809,67.959145,67.959145
2013:02:24,04:33:35.908,65.224507,65.302448
2013:02:24,04:33:36.008,67.689688,67.714250
2013:02:24,04:33:36.111,65.504829,65.523545
2013:02:24,04:33:36.208,63.996650,63.996650
2013:02:24,04:33:36.308,62.947139,63.216937
2013:02:24,04:33:36.412,62.894566,62.894566
2013:02:24,04:33:36.508,64.382037,64.451793
2013:02:24,04:33:36.609,63.605314,63.783660
2013:02:24,04:33:36.712,62.057582,62.057582
2013:02:24,04:33:36.808,63.405310,63.548224
2013:02:24,04:33:36.908,63.622956,63.622956
2013:02:24,04:33:37.008,67.161311,67.591114
2013:02:24,04:33:37.109,61.962975,61.965276
2013:02:24,04:33:37.209,63.159581,63.181994
2013:02:24,04:33:37.309,61.783732,61.799228
2013:02:24,04:33:37.411,61.184135,61.274027
