Date,Time,Average,Peak
2013:02:24,04:23:15.908,48.003326,48.003326
2013:02:24,04:23:16.008,50.529799,50.552259
2013:02:24,04:23:16.112,51.017954,51.023440
2013:02:24,04:23:16.208,54.220184,54.220184
2013:02:24,04:23:16.307,50.741862,50.741862
2013:02:24,04:23:16.408,49.309939,49.309939
2013:02:24,04:23:16.508,47.823240,47.823240
2013:02:24,04:23:16.608,51.341828,51.341828
2013:02:24,04:23:16.708,49.946286,49.948758
2013:02:24,04:23:16.811,51.583991,51.590216
2013:02:24,04:23:16.908,50.488002,50.488002
2013:02:24,04:23:17.008,49.748045,49.753803
2013:02:24,04:23:17.112,48.825470,48.831249
2013:02:24,04:23:17.209,60.383071,60.386241
2013:02:24,04:23:17.309,50.194636,50.194636
2013:02:24,04:23:17.412,52.221649,52.221649
2013:02:24,04:23:17.508,50.135653,50.135653
2013:02:24,04:23:17.608,50.301187,50.321525
2013:02:24,04:23:17.708,53.422063,53.434772
2013:02:24,04:23:17.808,55.644905,55.653840
2013:02:24,04:23:17.908,51.759635,51.767221
2013:02:24,04:23:18.008,53.282103,53.282103
2013:02:24,04:23:18.112,51.602506,51.605174
2013:02:24,04:23:18.208,51.427551,51.428729
2013:02:24,04:23:18.308,50.986690,51.009226
2013:02:24,04:23:18.412,47.676565,47.677514
2013:02:24,04:23:18.508,48.989910,48.997660
2013:02:24,04:23:18.608,52.571103,52.582393
2013:02:24,04:23:18.712,49.943684,49.943684
2013:02:24,04:23:18.809,49.136738,49.164195
2013:02:24,04:23:18.908,47.953120,47.953120
2013:02:24,04:23:19.009,49.149966,49.155189
2013:02:24,04:23:19.108,48.929203,48.929203
2013:02:24,04:23:19.208,49.874632,49.874632
2013:02:24,04:23:19.308,53.429266,53.451350
2013:02:24,04:23:19.412,47.975600,48.020175
2013:02:24,04:23:19.508,50.882211,50.882211
2013:02:24,04:23:19.608,48.376560,48.378644
2013:02:24,04:23:19.713,50.159372,50.159372
2013:02:24,04:23:19.809,53.761024,53.770941
2013:02:24,04:23:19.910,56.244288,56.250991
2013:02:24,04:23:20.014,49.199396,49.242226
2013:02:24,04:23:20.108,50.687501,50.687501
2013:02:24,04:23:20.211,49.285792,49.285792
2013:02:24,04:23:20.308,49.300859,49.300859
2013:02:24,04:23:20.411,53.144949,53.158495
2013:02:24,04:23:20.508,53.373005,53.382151
2013:02:24,04:23:20.608,55.131599,55.131599
2013:02:24,04:23:20.713,49.916019,49.916019
2013:02:24,04:23:20.808,51.730706,51.739475
2013:02:24,04:23:20.908,48.100103,48.100103
2013:02:24,04:23:21.013,50.491996,50.535978
2013:02:24,04:23:21.109,50.818882,50.818882
2013:02:24,04:23:21.209,54.491046,54.494998
2013:02:24,04:23:21.308,50.759279,50.764129
2013:02:24,04:23:21.408,55.189044,55.189044
2013:02:24,04:23:21.508,51.170989,51.170989
2013:02:24,04:23:21.608,59.751453,59.766364
2013:02:24,04:23:21.710,52.833449,52.861189
2013:02:24,04:23:21.810,53.865350,53.890266
2013:02:24,04:23:21.908,48.532064,48.532064
2013:02:24,04:23:22.013,49.974413,49.976735
2013:02:24,04:23:22.109,48.241683,48.241683
2013:02:24,04:23:22.210,47.898485,47.920289
2013:02:24,04:23:22.310,51.414434,51.439240
2013:02:24,04:23:22.408,52.871947,52.878912
2013:02:24,04:23:22.508,55.320484,55.411987
2013:02:24,04:23:22.611,50.405903,50.405903
2013:02:24,04:23:22.709,48.965789,48.983353
2013:02:24,04:23:22.808,54.050814,54.050814
2013:02:24,04:23:22.908,56.727108,56.727108
2013:02:24,04:23:23.011,51.658836,51.677529
2013:02:24,04:23:23.109,49.580913,49.596976
2013:02:24,04:23:23.208,48.611454,48.611454
2013:02:24,04:23:23.310,48.990674,49.021044
2013:02:24,04:23:23.408,47.346240,47.346240
2013:02:24,04:23:23.508,53.289516,53.310434
2013:02:24,04:23:23.613,52.719201,52.719201
2013:02:24,04:23:23.708,51.866995,51.866995
2013:02:24,04:23:23.808,50.184209,50.184209
2013:02:24,04:23:23.908,49.365289,49.365289
2013:02:24,04:23:24.008,51.120377,51.120377
2013:02:24,04:23:24.108,49.467709,49.467709
2013:02:24,04:23:24.208,60.525914,60.525914
2013:02:24,04:23:24.309,51.553500,51.555258
2013:02:24,04:23:24.408,50.721622,50.740533
2013:02:24,04:23:24.507,51.021864,51.021864
2013:02:24,04:23:24.612,49.050772,49.050772
2013:02:24,04:23:24.708,49.784574,49.806337
2013:02:24,04:23:24.808,54.588287,54.588287
2013:02:24,04:23:24.912,58.996936,59.062071
2013:02:24,04:23:25.008,54.361185,54.493354
2013:02:24,04:23:25.108,58.367525,58.367525
2013:02:24,04:23:25.208,50.731525,50.775783
2013:02:24,04:23:25.308,57.798273,58.156075
2013:02:24,04:23:25.408,59.203691,59.633071
2013:02:24,04:23:25.508,64.660911,64.660911
2013:02:24,04:23:25.611,53.130165,53.151392
2013:02:24,04:23:25.708,63.031488,63.031488
2013:02:24,04:23:25.807,66.794423,66.873151
2013:02:24,04:23:25.912,63.951829,63.951829
2013:02:24,04:23:26.008,69.288538,72.409093
2013:02:24,04:23:26.108,53.910151,53.910151
2013:02:24,04:23:26.214,50.105419,50.105419
2013:02:24,04:23:26.307,50.773355,50.778127
2013:02:24,04:23:26.408,47.826136,47.826136
2013:02:24,04:23:26.508,53.847226,53.847226
2013:02:24,04:23:26.608,51.577904,51.584346
2013:02:24,04:23:26.708,52.914081,52.925202
2013:02:24,04:23:26.808,63.883728,63.883728
2013:02:24,04:23:26.912,49.881504,49.881504
2013:02:24,04:23:27.008,57.010112,57.270320
2013:02:24,04:23:27.108,56.765657,56.765657
2013:02:24,04:23:27.213,57.682737,57.695638
2013:02:24,04:23:27.308,55.120004,55.126896
2013:02:24,04:23:27.408,69.007604,69.007604
2013:02:24,04:23:27.511,50.628968,50.628968
2013:02:24,04:23:27.608,53.937238,53.937238
2013:02:24,04:23:27.708,51.962615,51.969324
2013:02:24,04:23:27.808,51.569611,51.569611
2013:02:24,04:23:27.910,53.116219,53.116219
2013:02:24,04:23:28.009,50.344373,50.347165
2013:02:24,04:23:28.108,53.523916,53.527113
2013:02:24,04:23:28.213,48.677396,48.677396
2013:02:24,04:23:28.308,73.530406,74.181726
2013:02:24,04:23:28.408,50.833506,50.833506
2013:02:24,04:23:28.510,69.696048,70.799887
2013:02:24,04:23:28.608,54.548377,54.555756
2013:02:24,04:23:28.707,51.963716,51.972252
2013:02:24,04:23:28.811,49.779392,49.807199
2013:02:24,04:23:28.908,52.097562,52.105017
2013:02:24,04:23:29.008,54.005891,54.055534
2013:02:24,04:23:29.108,54.845159,54.852196
2013:02:24,04:23:29.212,52.348538,52.358105
2013:02:24,04:23:29.308,58.336021,58.519735
2013:02:24,04:23:29.408,48.223817,48.223817
2013:02:24,04:23:29.512,55.159056,55.159056
2013:02:24,04:23:29.608,59.213219,59.213219
2013:02:24,04:23:29.708,60.499503,60.674498
2013:02:24,04:23:29.812,59.281570,60.677659
2013:02:24,04:23:29.908,60.890024,60.890024
2013:02:24,04:23:30.008,58.974783,59.240512
2013:02:24,04:23:30.108,59.738967,59.738967
2013:02:24,04:23:30.208,57.164524,57.185692
2013:02:24,04:23:30.308,54.904745,54.915525
2013:02:24,04:23:30.408,54.107050,54.408254
2013:02:24,04:23:30.511,51.944579,51.949947
2013:02:24,04:23:30.608,52.567528,52.567528
2013:02:24,04:23:30.708,61.479613,61.479613
2013:02:24,04:23:30.813,59.305048,59.650244
2013:02:24,04:23:30.908,62.814760,62.814760
2013:02:24,04:23:31.008,79.203351,80.496606
2013:02:24,04:23:31.112,65.161372,65.161372
2013:02:24,04:23:31.208,53.842249,53.921940
2013:02:24,04:23:31.308,50.356564,50.423288
2013:02:24,04:23:31.409,52.344823,52.351401
2013:02:24,04:23:31.508,53.680879,53.680879
2013:02:24,04:23:31.608,51.216268,51.228410
2013:02:24,04:23:31.708,50.386842,50.386842
2013:02:24,04:23:31.809,48.238675,48.238675
2013:02:24,04:23:31.908,48.874318,48.877321
2013:02:24,04:23:32.008,48.927049,48.953747
2013:02:24,04:23:32.112,53.457245,53.457245
2013:02:24,04:23:32.208,53.083411,53.085268
2013:02:24,04:23:32.308,50.748116,50.755405
2013:02:24,04:23:32.410,49.590132,49.601652
2013:02:24,04:23:32.508,47.266686,47.270359
2013:02:24,04:23:32.608,51.933588,51.944162
2013:02:24,04:23:32.708,52.960140,52.964127
2013:02:24,04:23:32.808,53.014170,53.025523
2013:02:24,04:23:32.908,53.849670,53.909975
2013:02:24,04:23:33.008,54.856752,54.876874
2013:02:24,04:23:33.111,55.782291,55.941385
2013:02:24,04:23:33.209,48.347154,48.369042
2013:02:24,04:23:33.308,50.187942,50.208594
2013:02:24,04:23:33.410,54.889226,54.889226
2013:02:24,04:23:33.509,55.715091,55.715091
2013:02:24,04:23:33.609,64.852370,65.142387
2013:02:24,04:23:33.714,47.622725,47.636065
2013:02:24,04:23:33.810,53.634525,53.634525
2013:02:24,04:23:33.909,51.693936,51.693936
2013:02:24,04:23:34.008,51.567887,51.576446
2013:02:24,04:23:34.111,49.655039,49.670346
2013:02:24,04:23:34.211,51.148241,51.148241
2013:02:24,04:23:34.307,48.094372,48.096897
2013:02:24,04:23:34.410,47.806835,47.806835
2013:02:24,04:23:34.508,48.987859,48.987859
2013:02:24,04:23:34.608,53.893097,53.895997
2013:02:24,04:23:34.713,50.516856,50.516856
2013:02:24,04:23:34.808,53.409708,53.418448
2013:02:24,04:23:34.908,59.299964,60.473444
2013:02:24,04:23:35.011,52.088320,52.088320
2013:02:24,04:23:35.108,59.841026,59.844756
2013:02:24,04:23:35.210,54.767507,54.776959
2013:02:24,04:23:35.308,50.053132,50.053132
2013:02:24,04:23:35.410,51.692499,51.692499
2013:02:24,04:23:35.508,53.115011,53.123566
2013:02:24,04:23:35.608,47.595338,47.606343
2013:02:24,04:23:35.712,52.551062,52.551062
2013:02:24,04:23:35.808,56.311959,56.311959
2013:02:24,04:23:35.908,60.828500,61.368234
2013:02:24,04:23:36.012,55.468138,55.468138
2013:02:24,04:23:36.108,48.486167,48.486167
2013:02:24,04:23:36.208,51.872168,51.884497
2013:02:24,04:23:36.307,56.153818,56.153818
2013:02:24,04:23:36.408,52.542993,52.543758
2013:02:24,04:23:36.508,59.849804,59.849804
2013:02:24,04:23:36.608,63.284002,63.512737
2013:02:24,04:23:36.711,50.538077,50.538077
2013:02:24,04:23:36.808,48.637761,48.637761
2013:02:24,04:23:36.908,47.300277,47.300277
2013:02:24,04:23:37.012,50.375107,50.375107
2013:02:24,04:23:37.107,51.535363,51.535363
2013:02:24,04:23:37.209,50.431825,50.431825
2013:02:24,04:23:37.310,50.647672,50.647899
2013:02:24,04:23:37.408,47.417124,47.449260
2013:02:24,04:23:37.508,51.460904,51.460904
2013:02:24,04:23:37.608,55.164935,55.164935
2013:02:24,04:23:37.708,53.600681,53.676407
2013:02:24,04:23:37.808,50.137169,50.137169
2013:02:24,04:23:37.908,48.607936,48.617769
2013:02:24,04:23:38.011,49.343670,49.343670
2013:02:24,04:23:38.108,50.004125,50.022765
2013:02:24,04:23:38.208,55.697370,55.697370
2013:02:24,04:23:38.310,51.842218,51.876569
2013:02:24,04:23:38.408,73.562952,73.562952
2013:02:24,04:23:38.508,78.194112,78.434672
2013:02:24,04:23:38.612,62.253689,63.924406
2013:02:24,04:23:38.708,51.551193,51.628976
2013:02:24,04:23:38.808,51.709655,51.709655
2013:02:24,04:23:38.909,51.390634,51.393371
2013:02:24,04:23:39.008,59.108041,59.108041
2013:02:24,04:23:39.108,50.141601,50.162847
2013:02:24,04:23:39.209,52.086855,52.086855
2013:02:24,04:23:39.309,48.508953,48.510622
2013:02:24,04:23:39.408,47.919160,47.919160
2013:02:24,04:23:39.508,52.460625,52.501611
2013:02:24,04:23:39.612,53.388785,53.393293
2013:02:24,04:23:39.708,51.251516,51.251516
2013:02:24,04:23:39.808,48.864321,48.864321
2013:02:24,04:23:39.910,48.659041,48.686823
2013:02:24,04:23:40.008,50.087994,50.108239
2013:02:24,04:23:40.108,49.586662,49.626693
2013:02:24,04:23:40.212,56.712352,56.724310
2013:02:24,04:23:40.308,52.000271,52.001241
2013:02:24,04:23:40.408,51.214407,51.214407
2013:02:24,04:23:40.508,48.566060,48.566060
2013:02:24,04:23:40.612,47.156837,47.156986
2013:02:24,04:23:40.708,49.369960,49.393505
2013:02:24,04:23:40.808,50.194941,50.194941
2013:02:24,04:23:40.912,54.200736,54.207445
2013:02:24,04:23:41.008,51.109913,51.114019
2013:02:24,04:23:41.108,50.309690,50.374154
2013:02:24,04:23:41.213,47.280038,47.280038
2013:02:24,04:23:41.308,54.500223,54.500223
2013:02:24,04:23:41.408,51.184489,51.184489
2013:02:24,04:23:41.509,53.623603,53.627792
2013:02:24,04:23:41.608,51.903581,51.903581
2013:02:24,04:23:41.709,48.233268,48.398098
2013:02:24,04:23:41.808,47.611669,47.611669
2013:02:24,04:23:41.912,48.663252,48.668939
2013:02:24,04:23:42.009,53.015841,53.041596
2013:02:24,04:23:42.108,57.991966,58.020812
2013:02:24,04:23:42.214,50.931098,50.935839
2013:02:24,04:23:42.307,49.830820,49.835418
2013:02:24,04:23:42.408,48.261946,48.289481
2013:02:24,04:23:42.512,51.292896,51.301799
2013:02:24,04:23:42.609,54.725543,54.755511
2013:02:24,04:23:42.708,54.045991,54.065353
2013:02:24,04:23:42.808,51.575457,51.594856
2013:02:24,04:23:42.910,48.062228,48.069979
2013:02:24,04:23:43.008,48.162513,48.162513
2013:02:24,04:23:43.108,47.318203,47.326090
2013:02:24,04:23:43.210,47.201912,47.209967
2013:02:24,04:23:43.308,52.292812,52.292812
2013:02:24,04:23:43.408,52.240384,52.243125
2013:02:24,04:23:43.512,49.756672,49.763414
2013:02:24,04:23:43.608,51.476741,51.501084
2013:02:24,04:23:43.708,47.776749,47.781296
2013:02:24,04:23:43.808,53.079317,53.084065
2013:02:24,04:23:43.908,50.669311,50.676954
2013:02:24,04:23:44.008,53.748658,53.761383
2013:02:24,04:23:44.109,51.176842,51.185699
2013:02:24,04:23:44.208,50.151685,50.159314
2013:02:24,04:23:44.308,49.810167,49.822176
2013:02:24,04:23:44.408,48.129904,48.131058
2013:02:24,04:23:44.512,50.035392,50.037469
2013:02:24,04:23:44.608,54.271762,54.271762
2013:02:24,04:23:44.707,51.428287,51.435395
2013:02:24,04:23:44.812,50.089413,50.089413
2013:02:24,04:23:44.908,49.270123,49.283811
2013:02:24,04:23:45.008,49.916499,49.923220
2013:02:24,04:23:45.108,50.738381,50.738381
2013:02:24,04:23:45.208,57.136589,57.136589
2013:02:24,04:23:45.308,52.441464,52.469648
2013:02:24,04:23:45.408,52.875608,52.875608
2013:02:24,04:23:45.511,52.259004,52.259004
2013:02:24,04:23:45.608,48.417890,48.426351
2013:02:24,04:23:45.708,49.570941,49.570941
2013:02:24,04:23:45.812,56.471913,56.471913
2013:02:24,04:23:45.908,54.066820,54.078476
2013:02:24,04:23:46.008,51.450643,51.473876
2013:02:24,04:23:46.112,54.239594,54.352458
2013:02:24,04:23:46.208,47.362021,47.376203
2013:02:24,04:23:46.307,51.092549,51.107528
2013:02:24,04:23:46.407,52.915759,52.933353
2013:02:24,04:23:46.509,56.036419,56.036419
2013:02:24,04:23:46.608,51.161077,51.161077
2013:02:24,04:23:46.708,51.051836,51.084743
2013:02:24,04:23:46.811,52.503641,52.604044
2013:02:24,04:23:46.908,56.906541,56.954950
2013:02:24,04:23:47.008,50.306780,50.306780
2013:02:24,04:23:47.113,54.862642,54.865642
2013:02:24,04:23:47.208,50.575122,50.575122
2013:02:24,04:23:47.308,54.217655,54.223263
2013:02:24,04:23:47.410,47.954775,47.986459
2013:02:24,04:23:47.509,52.206657,52.217787
2013:02:24,04:23:47.609,52.657302,52.657302
2013:02:24,04:23:47.709,51.874509,51.876757
2013:02:24,04:23:47.807,51.033291,51.046769
2013:02:24,04:23:47.909,50.231980,50.238329
2013:02:24,04:23:48.008,48.403975,48.403975
2013:02:24,04:23:48.113,47.889587,47.889587
2013:02:24,04:23:48.208,58.101120,58.108215
2013:02:24,04:23:48.308,55.013256,55.013256
2013:02:24,04:23:48.414,51.005180,51.012429
2013:02:24,04:23:48.509,49.889580,49.910223
2013:02:24,04:23:48.608,49.094905,49.094905
2013:02:24,04:23:48.710,52.827104,52.830470
2013:02:24,04:23:48.808,51.598919,51.603495
2013:02:24,04:23:48.908,51.557034,51.557034
2013:02:24,04:23:49.008,50.842889,50.882032
2013:02:24,04:23:49.108,50.901745,50.932214
2013:02:24,04:23:49.209,48.219123,48.219123
2013:02:24,04:23:49.307,50.722373,50.728378
2013:02:24,04:23:49.409,52.471129,52.479158
2013:02:24,04:23:49.508,53.809592,53.823061
2013:02:24,04:23:49.608,51.174209,51.180453
2013:02:24,04:23:49.712,51.693416,51.693416
2013:02:24,04:23:49.808,48.982583,48.994517
2013:02:24,04:23:49.908,52.677660,52.677660
2013:02:24,04:23:50.008,52.701203,52.701203
2013:02:24,04:23:50.108,52.673775,52.673775
2013:02:24,04:23:50.209,52.688082,52.694762
2013:02:24,04:23:50.309,53.818255,53.818255
2013:02:24,04:23:50.410,47.706212,47.706212
2013:02:24,04:23:50.508,51.149511,51.149511
2013:02:24,04:23:50.608,50.215572,50.224412
2013:02:24,04:23:50.712,54.192377,54.192377
2013:02:24,04:23:50.808,51.542138,51.559563
2013:02:24,04:23:50.908,53.251098,53.251098
2013:02:24,04:23:51.013,48.131554,48.144877
2013:02:24,04:23:51.108,52.440849,52.440849
2013:02:24,04:23:51.207,52.015163,52.024337
2013:02:24,04:23:51.311,53.530167,53.536159
2013:02:24,04:23:51.408,52.419987,52.433204
2013:02:24,04:23:51.508,53.672470,53.901106
2013:02:24,04:23:51.608,47.834817,47.866896
2013:02:24,04:23:51.711,48.393127,48.398442
2013:02:24,04:23:51.808,52.820598,52.820598
2013:02:24,04:23:51.909,52.522192,52.522192
2013:02:24,04:23:52.012,53.349420,53.349420
2013:02:24,04:23:52.108,54.587415,54.701351
2013:02:24,04:23:52.208,50.772767,50.954641
2013:02:24,04:23:52.310,53.129403,53.129403
2013:02:24,04:23:52.408,66.461597,66.804621
2013:02:24,04:23:52.508,60.835126,60.841508
2013:02:24,04:23:52.608,59.795375,59.795375
2013:02:24,04:23:52.708,60.470678,60.797586
2013:02:24,04:23:52.808,49.560855,49.560855
2013:02:24,04:23:52.907,56.361217,56.361217
2013:02:24,04:23:53.011,54.580181,54.607071
2013:02:24,04:23:53.108,54.026062,54.074457
2013:02:24,04:23:53.210,63.954601,65.809983
2013:02:24,04:23:53.310,59.406582,59.509206
2013:02:24,04:23:53.408,51.845860,51.845860
2013:02:24,04:23:53.508,59.035039,59.056889
2013:02:24,04:23:53.612,56.433936,56.433936
2013:02:24,04:23:53.708,62.974242,63.065148
2013:02:24,04:23:53.808,54.287442,54.287442
2013:02:24,04:23:53.908,49.444536,49.489957
2013:02:24,04:23:54.008,52.071130,52.192204
2013:02:24,04:23:54.108,53.515441,53.515878
2013:02:24,04:23:54.210,55.261626,55.268325
2013:02:24,04:23:54.310,52.199229,52.199229
2013:02:24,04:23:54.409,51.017821,51.025917
2013:02:24,04:23:54.508,49.221404,49.233124
2013:02:24,04:23:54.612,52.298993,52.321931
2013:02:24,04:23:54.708,53.346255,53.678265
2013:02:24,04:23:54.808,55.130325,55.164651
2013:02:24,04:23:54.912,50.317676,50.317676
2013:02:24,04:23:55.010,50.951483,50.964900
2013:02:24,04:23:55.108,53.616717,53.619918
2013:02:24,04:23:55.212,54.428640,54.428640
2013:02:24,04:23:55.308,65.578799,65.585074
2013:02:24,04:23:55.408,73.525952,73.971373
2013:02:24,04:23:55.508,59.128876,59.357219
2013:02:24,04:23:55.612,54.177723,54.177723
2013:02:24,04:23:55.708,49.285799,49.290488
2013:02:24,04:23:55.808,49.532047,49.532047
2013:02:24,04:23:55.912,51.124875,51.124875
2013:02:24,04:23:56.008,62.497723,62.967575
2013:02:24,04:23:56.108,50.931448,50.937761
2013:02:24,04:23:56.210,51.230384,51.297641
2013:02:24,04:23:56.308,48.781970,48.785931
2013:02:24,04:23:56.408,49.246445,49.262175
2013:02:24,04:23:56.508,49.333771,49.333771
2013:02:24,04:23:56.610,52.868769,52.876394
2013:02:24,04:23:56.708,51.838291,51.839213
2013:02:24,04:23:56.808,51.290448,51.290448
2013:02:24,04:23:56.912,47.140063,47.144779
2013:02:24,04:23:57.008,51.512954,51.515100
2013:02:24,04:23:57.108,50.880037,50.880037
2013:02:24,04:23:57.210,50.861513,50.861513
2013:02:24,04:23:57.308,50.788211,50.815011
2013:02:24,04:23:57.408,52.813539,52.832015
2013:02:24,04:23:57.511,56.681553,56.778614
2013:02:24,04:23:57.608,58.974556,58.974556
2013:02:24,04:23:57.708,53.438834,53.462739
2013:02:24,04:23:57.808,64.241991,65.296759
2013:02:24,04:23:57.911,49.884749,49.884749
2013:02:24,04:23:58.008,50.420750,50.437898
2013:02:24,04:23:58.108,48.476750,48.511861
2013:02:24,04:23:58.210,51.947807,51.950830
2013:02:24,04:23:58.308,50.063589,50.072987
2013:02:24,04:23:58.408,49.974905,49.977512
2013:02:24,04:23:58.512,50.313546,50.319480
2013:02:24,04:23:58.608,49.786869,49.786869
2013:02:24,04:23:58.708,49.642025,49.642025
2013:02:24,04:23:58.811,56.109562,56.109562
2013:02:24,04:23:58.908,59.285330,59.316417
2013:02:24,04:23:59.008,69.878322,70.238350
2013:02:24,04:23:59.108,50.923768,50.931449
2013:02:24,04:23:59.212,49.410532,49.410532
2013:02:24,04:23:59.308,48.816978,48.836411
2013:02:24,04:23:59.408,51.400731,51.401977
2013:02:24,04:23:59.512,51.224270,51.224270
2013:02:24,04:23:59.608,51.735226,51.735226
2013:02:24,04:23:59.709,50.530037,50.530037
2013:02:24,04:23:59.814,52.135965,52.135965
2013:02:24,04:23:59.910,46.963588,46.973704
2013:02:24,04:24:0.009,46.693522,46.708611
2013:02:24,04:24:0.112,52.108310,52.108310
2013:02:24,04:24:0.208,60.752014,61.173187
2013:02:24,04:24:0.308,57.047425,58.762364
2013:02:24,04:24:0.408,50.247380,50.258585
2013:02:24,04:24:0.512,53.012192,53.256431
2013:02:24,04:24:0.608,52.026090,52.030861
2013:02:24,04:24:0.708,53.213864,53.213864
2013:02:24,04:24:0.813,51.739966,51.758140
2013:02:24,04:24:0.908,54.940985,54.970642
2013:02:24,04:24:1.008,54.826090,54.826090
2013:02:24,04:24:1.113,46.925335,46.925335
2013:02:24,04:24:1.208,56.533050,56.533050
2013:02:24,04:24:1.309,56.370978,56.372391
2013:02:24,04:24:1.408,62.533934,62.533934
2013:02:24,04:24:1.508,55.108644,55.108644
2013:02:24,04:24:1.608,52.521469,52.565909
2013:02:24,04:24:1.708,48.731281,48.808005
2013:02:24,04:24:1.811,50.166279,50.182065
2013:02:24,04:24:1.908,51.563790,51.567270
2013:02:24,04:24:2.008,63.124512,65.667215
2013:02:24,04:24:2.112,49.540407,49.567873
2013:02:24,04:24:2.208,49.821933,49.841500
2013:02:24,04:24:2.308,51.795830,51.803071
2013:02:24,04:24:2.410,52.957889,52.957889
2013:02:24,04:24:2.508,54.245256,54.245256
